week_ending,spot_price,creation_volume_total,creation_by_activity,cumulative_surplus,annual_demand,penalty_rate,days_to_surrender,price_to_penalty_ratio,policy_events,data_quality
2024-07-12,28.0,162512,"{""commercial_lighting"": 45503, ""heer"": 43878, ""iheab"": 45503, ""piamv"": 27627}",7976923,6100000,33.84,262,0.8274,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-07-19,27.88,161337,"{""commercial_lighting"": 45174, ""heer"": 43561, ""iheab"": 45174, ""piamv"": 27427}",7990385,6100000,33.84,255,0.8239,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-07-26,27.77,159717,"{""commercial_lighting"": 44721, ""heer"": 43124, ""iheab"": 44721, ""piamv"": 27152}",8003846,6100000,33.84,248,0.8206,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-08-02,27.65,157674,"{""commercial_lighting"": 44149, ""heer"": 42572, ""iheab"": 44149, ""piamv"": 26805}",8017308,6100000,33.84,241,0.8171,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-08-09,27.54,155240,"{""commercial_lighting"": 43467, ""heer"": 41915, ""iheab"": 43467, ""piamv"": 26391}",8030769,6100000,33.84,234,0.8138,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-08-16,27.42,152448,"{""commercial_lighting"": 42685, ""heer"": 41161, ""iheab"": 42685, ""piamv"": 25916}",8044231,6100000,33.84,227,0.8103,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-08-23,27.31,149341,"{""commercial_lighting"": 41815, ""heer"": 40322, ""iheab"": 41815, ""piamv"": 25388}",8057692,6100000,33.84,220,0.807,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-08-30,27.19,145962,"{""commercial_lighting"": 40869, ""heer"": 39410, ""iheab"": 40869, ""piamv"": 24814}",8071154,6100000,33.84,213,0.8035,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-09-06,27.08,142362,"{""commercial_lighting"": 39861, ""heer"": 38438, ""iheab"": 39861, ""piamv"": 24202}",8084615,6100000,33.84,206,0.8002,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-09-13,26.96,138593,"{""commercial_lighting"": 38806, ""heer"": 37420, ""iheab"": 38806, ""piamv"": 23561}",8098077,6100000,33.84,199,0.7967,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-09-20,26.85,134710,"{""commercial_lighting"": 37719, ""heer"": 36372, ""iheab"": 37719, ""piamv"": 22901}",8111538,6100000,33.84,192,0.7934,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-09-27,26.73,130769,"{""commercial_lighting"": 36615, ""heer"": 35308, ""iheab"": 36615, ""piamv"": 22231}",8125000,6100000,33.84,185,0.7899,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-10-04,26.62,126829,"{""commercial_lighting"": 35512, ""heer"": 34244, ""iheab"": 35512, ""piamv"": 21561}",8138462,6100000,33.84,178,0.7866,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-10-11,26.5,122945,"{""commercial_lighting"": 34425, ""heer"": 33195, ""iheab"": 34425, ""piamv"": 20901}",8151923,6100000,33.84,171,0.7831,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-10-18,26.38,119176,"{""commercial_lighting"": 33369, ""heer"": 32178, ""iheab"": 33369, ""piamv"": 20260}",8165385,6100000,33.84,164,0.7796,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-10-25,26.27,115576,"{""commercial_lighting"": 32361, ""heer"": 31206, ""iheab"": 32361, ""piamv"": 19648}",8178846,6100000,33.84,157,0.7763,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-11-01,26.15,112198,"{""commercial_lighting"": 31415, ""heer"": 30293, ""iheab"": 31415, ""piamv"": 19074}",8192308,6100000,33.84,150,0.7728,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-11-08,26.04,109090,"{""commercial_lighting"": 30545, ""heer"": 29454, ""iheab"": 30545, ""piamv"": 18545}",8205769,6100000,33.84,143,0.7695,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-11-15,25.92,106299,"{""commercial_lighting"": 29764, ""heer"": 28701, ""iheab"": 29764, ""piamv"": 18071}",8219231,6100000,33.84,136,0.766,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-11-22,25.81,103864,"{""commercial_lighting"": 29082, ""heer"": 28043, ""iheab"": 29082, ""piamv"": 17657}",8232692,6100000,33.84,129,0.7627,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-11-29,25.69,101822,"{""commercial_lighting"": 28510, ""heer"": 27492, ""iheab"": 28510, ""piamv"": 17310}",8246154,6100000,33.84,122,0.7592,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
2024-12-06,25.58,100201,"{""commercial_lighting"": 28056, ""heer"": 27054, ""iheab"": 28056, ""piamv"": 17034}",8259615,6100000,33.84,115,0.7559,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}, {""date"": ""2023-03-01"", ""event"": ""IPART surplus management consultation"", ""impact"": ""bearish""}, {""date"": ""2023-07-01"", ""event"": ""Safeguard Mechanism reforms commenced"", ""impact"": ""bullish""}, {""date"": ""2024-01-01"", ""event"": ""Revised ESC targets (Schedule 5 update)"", ""impact"": ""bullish""}, {""date"": ""2024-07-01"", ""event"": ""NABERS integration pilot"", ""impact"": ""neutral""}]",synthetic_monthly
